Measurement time,FCAS Event (%),Full Charge Energy (kWh),Nominal Energy (kWh),Expected Energy (kWh),Charge P Max (kW),Discharge P Max (kW),Available Blocks,3 Phase Voltage (V),3 Phase Current (A),3 Phase Power (kW),3 Phase Reactive Power (kVAr),3 Phase Apparent Power (kVA),Power Factor,Frequency (Hz),Real Energy Imported (kWh),Real Energy Exported (kWh),Reactive Energy Imported (kVArh),Reactive Energy Exported (kVArh),Apparent Energy (kVAh),Energy Price ($/MWh),Raise 6sec Price ($/MWh),Raise 60sec Price ($/MWh),Raise 5min Price ($/MWh)
2022-01-06T23:25:00+10:00,0%,2056.583,209.375,183.399,,,,241.39,30.11,0.2617,-21421.14,21.376189999999998,0.01,50,1629915.776,1401240.96,11203.514,275864.704,1764922.368,118.73,4.98,3.66,0.75
2022-01-06T23:30:00+10:00,0%,2056.632,206.101,180.484,,,,241.19,122.93,85.34103999999999,-16956.78,90.76952,0.78,49.99,1629915.904,1401240.96,11203.514,275866.56,1764923.648,119.2,8.68,9.39,0.75
2022-01-06T23:35:00+10:00,0%,2056.609,211.565,185.409,,,,241.63,31.94,5.2011,-19868.18,22.873450000000002,0.12,50,1629922.432,1401240.96,11203.514,275867.904,1764930.688,118.73,2,4.21,0.75
2022-01-06T23:40:00+10:00,0%,2056.61,211.744,185.551,,,,241.72,13.11,0.11792,-9461.56,9.45669,0.02,50,1629922.688,1401240.96,11203.514,275869.664,1764932.352,118.73,1.95,2.29,0.68
2022-01-06T23:45:00+10:00,0%,2056.612,211.619,185.535,,,,241.85,8.49,0.30219999999999997,-6052.43,6.06496,0.05,50.02,1629922.688,1401240.96,11203.514,275870.4,1764933.12,118.73,1.95,2,0.68
2022-01-06T23:50:00+10:00,0%,2056.605,211.588,185.515,,,,240.64,8.46,0.35514999999999997,-5993.57,6.00369,0.06,49.99,1629922.688,1401240.96,11203.514,275870.912,1764933.632,118.73,2,2.29,0.75
2022-01-06T23:55:00+10:00,0%,2056.605,211.535,185.467,,,,240.07,8.44,0.35444,-5964.14,5.97405,0.06,49.99,1629922.688,1401240.96,11203.514,275871.392,1764934.144,118.73,2,2.29,0.75
2022-01-07T00:00:00+10:00,0%,2056.605,211.491,185.413,,,,240.08,52.06,33.357870000000005,-12805.66,37.19339,0.6,50.02,1629922.688,1401240.96,11203.514,275871.904,1764934.656,118.73,1,1.49,0.68
2022-01-07T00:05:00+10:00,0%,2056.434,208.86,182.53,,,,240.31,64.26,39.24125,-20073.94,46.103139999999996,0.76,50.01,1629925.248,1401240.96,11203.514,275872.864,1764937.472,118.73,0.97,1,0.49
2022-01-07T00:10:00+10:00,0%,2056.368,211.775,185.084,,,,240.34,28.01,2.03735,-19816.14,19.89978,0.1,50,1629928.192,1401240.96,11203.514,275874.624,1764941.312,119.1,0.97,1.49,0.49
2022-01-07T00:15:00+10:00,0%,2056.347,211.888,185.115,,,,240.42,15.61,0.11785,-11119.25,11.13992,0.01,50.01,1629928.448,1401240.96,11203.514,275876.288,1764942.72,118.73,1,1.73,0.5
2022-01-07T00:20:00+10:00,0%,2056.351,211.784,185.087,,,,240.55,20.36,1.21298,-14260.26,14.4221,0.07,50.02,1629928.448,1401240.96,11203.514,275877.152,1764943.616,119.1,1,1.6,0.5
2022-01-07T00:25:00+10:00,0%,2056.348,211.427,184.727,,,,240.77,28.48,3.9695,-19803.01,20.227619999999998,0.19,50.02,1629928.576,1401240.96,11203.514,275878.368,1764944.768,118.73,0.99,1.6,0.5
2022-01-07T00:30:00+10:00,0%,2056.349,211.527,184.874,,,,240.69,28.26,3.3346199999999997,-19775.38,20.07942,0.16,50,1629928.832,1401240.96,11203.514,275880.032,1764946.56,118.73,0.97,1.94,0.49
2022-01-07T00:35:00+10:00,0%,2056.334,211.611,184.906,,,,240.85,28.07,2.1236599999999997,-19839.75,19.96686,0.11,50.01,1629929.088,1401240.96,11203.514,275881.696,1764948.096,118.73,0.99,1.49,0.5
2022-01-07T00:40:00+10:00,0%,2056.331,211.567,184.941,,,,240.98,28.23,2.7941700000000003,-19856.18,20.068720000000003,0.14,50.02,1629929.344,1401240.96,11203.514,275883.328,1764949.76,118.73,0.99,1.6,0.5
2022-01-07T00:45:00+10:00,0%,2056.303,211.287,184.613,,,,240.99,30.11,7.466819999999999,-19820.25,21.435599999999997,0.34,50.02,1629929.6,1401240.96,11203.514,275884.96,1764951.552,118.73,1,1.6,0.5
2022-01-07T00:50:00+10:00,0%,2056.257,211.61,184.848,,,,241.18,28.59,4.22445,-19862.01,20.32518,0.2,50.02,1629930.24,1401240.96,11203.514,275886.656,1764953.216,118.73,0.97,1,0.49
2022-01-07T00:55:00+10:00,0%,2056.201,211.726,184.877,,,,240.89,28.14,2.37954,-19859.19,19.99382,0.12,50.02,1629930.496,1401240.96,11203.514,275888.224,1764954.88,118.73,0.99,1,0.5
2022-01-07T01:00:00+10:00,0%,2056.192,211.706,184.836,,,,240.76,28.29,3.53477,-19772.98,20.1305,0.18,49.99,1629930.752,1401240.96,11203.514,275889.92,1764956.672,118.73,0.97,1,0.35
2022-01-07T01:05:00+10:00,0%,2056.191,211.872,184.97,,,,240.86,28.09,2.13849,-19838.62,19.960939999999997,0.11,49.99,1629931.008,1401240.96,11203.514,275891.52,1764958.208,118.73,0.99,1.49,0.5
2022-01-07T01:10:00+10:00,0%,2056.182,211.917,185.004,,,,240.81,28.5,1.60121,-20121.8,20.29948,0.08,49.99,1629931.136,1401240.96,11203.514,275893.184,1764959.872,109.2,0.97,1,0.5
2022-01-07T01:15:00+10:00,0%,2056.181,211.901,184.911,,,,240.71,28.12,1.9667000000000001,-19846.23,19.94566,0.1,50.01,1629931.264,1401240.96,11203.514,275894.848,1764961.408,109.2,0.97,1.49,0.5
2022-01-07T01:20:00+10:00,0%,2056.192,211.921,184.971,,,,241.09,28.15,2.0254000000000003,-19910.06,20.02033,0.1,50.03,1629931.52,1401240.96,11203.514,275896.608,1764963.072,109.2,0.97,1.26,0.49
2022-01-07T01:25:00+10:00,0%,2056.167,211.906,184.929,,,,241.24,28.29,2.7206799999999998,-19899.39,20.16152,0.13,50.02,1629931.648,1401240.96,11203.514,275898.24,1764964.864,109.2,0.99,1,0.5
2022-01-07T01:30:00+10:00,0%,2056.187,211.998,185.044,,,,241.13,23.16,0.22025,-16457.84,16.267139999999998,0,50.02,1629931.904,1401240.96,11203.514,275899.84,1764966.4,109.2,0.99,1.49,0.5
2022-01-07T01:35:00+10:00,0%,2056.16,211.826,185.011,,,,241.1,85.89,54.19425,-17314.28,61.87124,0.65,50.01,1629931.904,1401241.088,11203.514,275901.28,1764967.04,91.2,0.99,1.49,0.5
2022-01-07T01:40:00+10:00,0%,2056.137,215.839,188.301,,,,241.18,32.19,10.86762,-16485.42,23.04091,0.26,49.99,1629936.384,1401241.088,11203.514,275902.688,1764972.032,109.2,0.99,1,0.5
2022-01-07T01:45:00+10:00,0%,2056.134,216.833,188.853,,,,241.29,25.09,-0.5978600000000001,-18065.14,17.95137,-0.03,50.01,1629937.28,1401241.088,11203.514,275904.16,1764973.824,109.1,0.99,1.49,0.5
2022-01-07T01:50:00+10:00,0%,2056.134,216.658,188.718,,,,241.12,21.98,4.2551000000000005,-12999.66,15.28504,0.12,50,1629937.28,1401241.088,11203.514,275905.536,1764974.208,91.2,0.97,1.49,0.49
2022-01-07T01:55:00+10:00,0%,2056.134,216.837,188.784,,,,241.19,23.16,0.07736,-16379.89,16.47249,0.01,49.98,1629937.536,1401241.088,11203.514,275906.592,1764975.36,98.52,1,1.49,0.5
2022-01-07T02:00:00+10:00,0%,2056.134,216.717,188.709,,,,241,38.65,19.189220000000002,-19786.78,27.55931,0.7,50,1629937.664,1401241.216,11203.514,275907.936,1764975.872,91.2,0.99,1.95,0.49
2022-01-07T02:05:00+10:00,0%,2056.135,218.363,190.047,,,,238.07,1546.78,1104.11513,-6934.06,1103.9335800000001,1,49.98,1629942.4,1401241.216,11203.514,275909.6,1764981.632,91.2,1,1.95,0.5
2022-01-07T02:10:00+10:00,0%,2056.135,310.51,267.671,,,,240.53,386.41,258.00559,-17124.03,275.60646999999994,0.14,49.99,1630034.432,1401241.216,11203.514,275910.144,1765073.664,109.1,0.97,1.95,0.5
2022-01-07T02:15:00+10:00,0%,2056.139,337.266,289.128,,,,241.32,18.21,-0.11728,-13025.55,13.10119,0,50.03,1630055.424,1401241.344,11203.521,275911.488,1765094.4,109.1,0.96,1.49,0.26
2022-01-07T02:20:00+10:00,0%,2056.139,337.144,289.081,,,,241.14,179.91,126.44071000000001,-13631.19,129.6114,0.87,50.01,1630055.424,1401241.344,11203.521,275912.704,1765095.168,91.2,0.97,1.6,0.5
2022-01-07T02:25:00+10:00,0%,2056.138,347.379,297.38,,,,239.93,777.97,557.58225,-5506.96,557.5879399999999,0.94,50.01,1630068.608,1401241.344,11203.521,275913.888,1765108.608,101.33,0.97,1,0.49
2022-01-07T02:30:00+10:00,0%,2056.138,395.264,339.683,,,,238.33,1553.14,1109.65559,-7344.79,1109.59535,1,49.98,1630118.4,1401241.344,11203.522,275914.336,1765158.656,91.2,0.97,1.6,0.5
2022-01-07T02:35:00+10:00,0%,2056.136,474.323,417.306,,,,238.31,1552.04,1109.24574,-7361.72,1109.2666100000001,1,49.98,1630207.104,1401241.344,11203.522,275914.944,1765247.104,91.2,0.96,1,0.49
2022-01-07T02:40:00+10:00,0%,2056.138,554.611,495.961,,,,238.48,1550.19,1108.49059,-7369.21,1108.5605500000001,1,49.99,1630303.616,1401241.344,11203.522,275915.584,1765343.872,109.2,0.99,1.6,0.5
2022-01-07T02:45:00+10:00,0%,2056.14,634.88,574.757,,,,238.45,1536.06,1098.58326,-7355.93,1098.53883,1,50.01,1630395.392,1401241.344,11203.522,275916.192,1765435.648,109.2,0.96,1.49,0.5
2022-01-07T02:50:00+10:00,0%,2056.139,714.343,653.503,,,,238.39,1527.77,1092.42905,-7271.74,1092.43434,1,50.01,1630487.552,1401241.344,11203.522,275916.8,1765527.808,91.2,0.97,1.6,0.5
2022-01-07T02:55:00+10:00,0%,2056.14,792.911,730.567,,,,238.38,1551.48,1108.72897,-7402.21,1108.75105,1,50,1630578.176,1401241.344,11203.522,275917.408,1765618.56,109.1,0.97,1.49,0.5
2022-01-07T03:00:00+10:00,0%,2056.141,872.495,809.817,,,,238.69,1465.56,1048.78512,-6959.85,1048.8134,1,50.02,1630670.976,1401241.344,11203.522,275918.016,1765710.976,109.1,0.97,1.6,0.5
2022-01-07T03:05:00+10:00,0%,2056.14,947.785,883.609,,,,241.19,264.26,185.58012,-9965.47,189.52568,0.84,50.01,1630754.432,1401241.344,11203.522,275918.592,1765794.432,91.2,0.97,1.49,0.49
2022-01-07T03:10:00+10:00,0%,2056.14,960.425,896.164,,,,241.32,139.39,99.41695,-15492.77,100.65322,0.99,50.01,1630768.768,1401241.344,11203.522,275919.456,1765809.152,109.1,0.99,1.73,0.5
2022-01-07T03:15:00+10:00,0%,2056.143,967.32,903.036,,,,241.42,132.82,94.58899000000001,-15349.78,95.80617,0.99,50,1630776.96,1401241.344,11203.522,275920.736,1765817.344,109.2,0.97,1.49,0.49
2022-01-07T03:20:00+10:00,0%,2056.142,973.694,908.986,,,,240.67,484.22,368.22342,-12335.3,369.49018,0.98,50,1630784.768,1401241.344,11203.522,275922.016,1765825.28,91.2,0.99,1.73,0.5
2022-01-07T03:25:00+10:00,0%,2056.143,997.747,933.265,,,,238.45,1538.76,1100.09552,-7248.64,1100.11353,1,50,1630813.312,1401241.344,11203.522,275923.04,1765853.824,109.1,1,1.73,0.5
2022-01-07T03:30:00+10:00,0%,2056.145,1076.859,1010.921,,,,238.38,1552.56,1109.2871,-7515.26,1109.25954,1,50.02,1630905.856,1401241.344,11203.522,275923.616,1765946.496,91.2,0.97,1,0.5
2022-01-07T03:35:00+10:00,0%,2056.145,1156.434,1089.769,,,,238.3,1527.11,1091.2008999999998,-7456.07,1091.18956,1,50.02,1631001.728,1401241.344,11203.522,275924.288,1766042.624,109.1,0.99,1.94,0.5
2022-01-07T03:40:00+10:00,0%,2056.144,1234.898,1167.41,,,,238.3,1552.51,1109.11493,-7484.53,1109.1389299999998,1,50.01,1631092.736,1401241.344,11203.522,275924.896,1766133.632,91.2,1.45,2,0.75
2022-01-07T03:45:00+10:00,0%,2056.146,1314.563,1245.816,,,,238.64,1338.59,957.5879,-6264.71,957.5414300000001,1,50,1631181.312,1401241.344,11203.522,275925.504,1766222.08,109.1,1.49,2,0.75
2022-01-07T03:50:00+10:00,0%,2056.148,1384.644,1315.539,,,,238.17,1537.49,1097.74154,-7355.79,1097.72194,1,49.99,1631261.696,1401241.344,11203.522,275926.016,1766302.336,109.1,0.97,1.6,0.49
2022-01-07T03:55:00+10:00,0%,2056.145,1463.832,1393.944,,,,238.23,1536.82,1097.63126,-7347.6,1097.6911100000002,1,50,1631357.568,1401241.344,11203.522,275926.656,1766398.464,109.1,0.97,1.49,0.26
2022-01-07T04:00:00+10:00,0%,2056.149,1543.031,1472.568,,,,239.99,638.13,459.09671999999995,-192.01,459.16704999999996,0.09,50.01,1631445.376,1401241.344,11203.522,275927.264,1766486.016,109.2,1.94,1.95,0.68
2022-01-07T04:05:00+10:00,0%,2056.152,1576.161,1504.702,,,,241.14,173.23,111.96633,-13626.65,124.44213,0.34,50.01,1631482.24,1401241.344,11203.535,275927.264,1766522.88,92.46,1.94,2,0.75
2022-01-07T04:10:00+10:00,0%,2056.147,1583.73,1512.443,,,,239.16,1136.98,815.18442,-4831.28,815.16023,1,50.01,1631490.816,1401241.344,11203.535,275928.416,1766531.584,98.79,1.48,2.29,0.75
2022-01-07T04:15:00+10:00,0%,2056.144,1644.03,1572.431,,,,240.23,782.84,343.98343,-2638.45,562.2901999999999,0.25,50.01,1631560.32,1401241.344,11203.535,275928.8,1766600.96,109.1,1.45,1.94,0.5
2022-01-07T04:20:00+10:00,0%,2056.145,1671.653,1599.115,,,,238.66,1294.67,925.94747,-5551.78,925.79675,0.82,50.01,1631602.688,1401249.792,11203.535,275929.024,1766643.456,109.1,0.99,1.94,0.68
2022-01-07T04:25:00+10:00,0%,2056.145,1740.163,1667.283,,,,241.17,28.33,4.677689999999999,-19616.5,20.16746,0.24,50.02,1631678.848,1401249.792,11203.543,275929.568,1766719.616,109.1,1,9.39,0.75
2022-01-07T04:30:00+10:00,0%,2056.149,1740.738,1667.628,,,,241.05,41.17,21.84507,-19715.55,29.50628,0.73,50.01,1631679.232,1401249.792,11203.543,275931.136,1766721.28,109.2,0.99,1.94,0.5
2022-01-07T04:35:00+10:00,0%,2056.149,1742.263,1668.959,,,,239.35,837.55,600.53778,-2909.67,598.73991,0.99,50.01,1631681.28,1401249.792,11203.543,275932.768,1766723.968,109.2,1.45,2,0.75
2022-01-07T04:40:00+10:00,0%,2056.152,1786.962,1713.387,,,,241.08,64.74,-30.7546,-16349.59,46.33241,-0.13,50.01,1631732.608,1401249.792,11203.543,275933.024,1766775.296,109.2,0.99,1.6,0.5
2022-01-07T04:45:00+10:00,0%,2056.151,1785.822,1712.231,,,,241.19,285.12,-205.24514000000002,-7664.36,205.39592000000002,-1,50.01,1631732.608,1401251.968,11203.543,275934.304,1766776.32,109.2,0.99,1.6,0.5
2022-01-07T04:50:00+10:00,0%,2056.153,1769.187,1695.664,,,,241.5,471.83,-340.40693,1654.38,340.50271000000004,0.94,50.03,1631732.608,1401269.12,11203.543,275934.976,1766776.32,118.73,0.99,1.6,0.5
2022-01-07T04:55:00+10:00,0%,2056.149,1741.388,1668.03,,,,241.52,461,-332.8723,1761.36,332.79854,1,50.01,1631732.608,1401297.664,11203.703,275934.976,1766776.32,109.2,0.99,1.6,0.5
2022-01-07T05:00:00+10:00,0%,2056.15,1714.359,1641.326,,,,241.45,490.51,-354.24397,2280.96,354.20512,1,50,1631732.608,1401325.312,11203.853,275934.976,1766776.32,118.73,2,2,0.5
2022-01-07T05:05:00+10:00,0%,2056.149,1685.584,1613.022,,,,241.47,479.52,-346.28497999999996,2017.62,346.297,1,50.02,1631732.608,1401355.008,11204.043,275934.976,1766776.32,118.73,1.95,2,0.68
2022-01-07T05:10:00+10:00,0%,2056.147,1657.418,1584.988,,,,241.31,482.76,-348.29771999999997,2114.59,348.36735,1,50.01,1631732.608,1401384.96,11204.218,275934.976,1766776.32,109.2,1.94,1.98,0.35
2022-01-07T05:15:00+10:00,0%,2056.148,1629.067,1557.067,,,,241.07,290.89,-209.44157,-5727.27,209.53311,-0.94,50,1631732.608,1401412.736,11204.384,275934.976,1766776.32,118.73,1.98,2.29,0.5
2022-01-07T05:20:00+10:00,0%,2056.149,1611.989,1540.457,,,,239.58,603.26,421.22796,71.97,432.91015999999996,-0.6,50.02,1631732.608,1401429.888,11204.388,275935.456,1766776.32,118.73,2.78,2,0.5
2022-01-07T05:25:00+10:00,0%,2056.152,1643.705,1571.979,,,,239.93,404.04,289.8501,2229.39,289.88219,-1,50.02,1631769.344,1401430.016,11204.407,275935.456,1766813.312,109.2,4.97,2.29,0.68
2022-01-07T05:30:00+10:00,0%,2056.149,1665.234,1593.261,,,,237.42,1559.56,1109.6546799999999,-6932.21,1109.55577,1,50.01,1631796.352,1401430.016,11204.589,275935.488,1766840.32,91.1,4.97,2.29,0.68
2022-01-07T05:35:00+10:00,0%,2056.149,1745.214,1671.989,,,,237.34,1558.82,1109.32232,-7350.14,1109.19673,1,50.02,1631885.184,1401430.016,11204.589,275936.032,1766928.768,91.2,4.97,2.29,0.5
2022-01-07T05:40:00+10:00,0%,2056.147,1826.042,1752.229,,,,237.23,1559.98,1109.2638200000001,-7310.41,1109.23003,1,50.03,1631981.312,1401430.016,11204.589,275936.672,1767025.28,91.2,4.97,2.29,0.68
2022-01-07T05:45:00+10:00,0%,2056.151,1906.407,1832.204,,,,237.03,1530.37,1088.00575,-7126.92,1088.05682,1,50.02,1632071.296,1401430.016,11204.589,275937.28,1767115.52,84.03,4.97,2.29,0.5
2022-01-07T05:50:00+10:00,0%,2056.153,1985.876,1910.838,,,,238.2,843.81,589.6940999999999,-12661.83,597.02522,0.6,50.01,1632161.152,1401430.016,11204.589,275937.856,1767205.12,88.12,4.97,2.29,0.72
2022-01-07T05:55:00+10:00,0%,2056.156,2031.566,1955.678,,,,239.82,31.13,0.08749,-22116.24,22.11758,0,50.01,1632212.224,1401430.016,11204.589,275939.008,1767256.576,118.73,4.97,2.29,0.5
2022-01-07T06:00:00+10:00,0%,2056.157,2031.431,1955.507,,,,239.01,22.6,0.16062,-15994.49,15.94909,0.01,50.02,1632212.224,1401430.016,11204.589,275940.768,1767258.496,118.73,4.97,2.29,0.5
2022-01-07T06:05:00+10:00,0%,2056.158,2031.385,1955.426,,,,238.66,17.83,0.23234,-12660.55,12.71449,0.03,50,1632212.224,1401430.016,11204.589,275942.112,1767259.776,118.73,4.97,2.29,0.5
2022-01-07T06:10:00+10:00,0%,2056.158,2031.292,1955.363,,,,240.23,31.31,0.09168000000000001,-22209.56,22.20952,0,50.02,1632212.224,1401430.016,11204.589,275943.168,1767260.928,118.73,4.97,2,0.35
2022-01-07T06:15:00+10:00,0%,2056.131,2030.994,1955.087,,,,240.97,31.41,0.09214,-22330.78,22.348689999999998,0,50.01,1632212.224,1401430.016,11204.589,275944.992,1767262.592,118.73,4.97,2.01,0.49
2022-01-07T06:20:00+10:00,0%,2056.114,2030.907,1954.908,,,,240.77,31.36,0.09186,-22300.06,22.29097,0,49.99,1632212.224,1401430.016,11204.589,275946.944,1767264.64,118.73,4.97,2.29,0.49
2022-01-07T06:25:00+10:00,0%,2056.051,2031.535,1955.423,,,,240.55,31.32,0.09123,-22267.6,22.24724,0,49.99,1632212.224,1401430.016,11204.589,275948.8,1767266.56,118.73,2.95,2,0.3
2022-01-07T06:30:00+10:00,0%,2055.974,2031.762,1955.68,,,,240.55,31.34,0.09042,-22265.38,22.25677,0,49.99,1632212.224,1401430.016,11204.589,275950.656,1767268.352,118.73,2.95,2.07,0.35
2022-01-07T06:35:00+10:00,0%,2055.87,2031.718,1955.679,,,,240.81,66.01,-35.06845,-14899.74,47.240790000000004,-0.22,49.99,1632212.224,1401430.016,11204.589,275952.448,1767270.144,200,4.97,2.29,0.49
2022-01-07T06:40:00+10:00,0%,2055.433,2027.49,1951.55,,,,240.71,16.48,-0.17823,-11681.81,11.66288,-0.01,49.99,1632212.224,1401433.728,11204.589,275953.632,1767270.912,119.2,4.98,2.29,0.5
2022-01-07T06:45:00+10:00,0%,2055.433,2027.373,1951.465,,,,240.71,18.52,-0.10540000000000001,-13137.35,13.13026,0,50.01,1632212.224,1401433.856,11204.589,275954.624,1767271.168,119.15,4.97,2,0.5
2022-01-07T06:50:00+10:00,0%,2055.433,2027.271,1951.321,,,,240.39,14.59,0.16956,-10311,10.35102,0.02,50,1632212.224,1401433.856,11204.589,275955.648,1767271.552,118.73,4.97,2,0.5
2022-01-07T06:55:00+10:00,0%,2055.433,2027.21,1951.281,,,,240.06,8.44,0.29877,-5960.07,5.9633400000000005,0.05,49.98,1632212.352,1401433.856,11204.589,275956.544,1767272.192,118.73,4.97,2.29,0.5
2022-01-07T07:00:00+10:00,0%,2055.433,2027.188,1951.264,,,,239.25,8.42,0.324,-5916.4,5.92716,0.05,49.98,1632212.352,1401433.856,11204.589,275957.024,1767272.704,118.73,4.97,2.29,0.5
2022-01-07T07:05:00+10:00,0%,2055.426,2027.173,1951.256,,,,239.28,16.15,0.15846000000000002,-11243.21,11.4512,0.02,49.98,1632212.352,1401433.856,11204.589,275957.504,1767273.216,118.73,3.9,2.06,0.5
2022-01-07T07:10:00+10:00,0%,2055.431,2027.33,1951.459,,,,241.26,10.69,0.17657,-7617.04,7.61955,0.03,49.99,1632212.352,1401433.856,11204.589,275958.464,1767273.728,119.1,4.97,2.02,0.5
2022-01-07T07:15:00+10:00,0%,2055.432,2027.386,1951.568,,,,240.92,8.53,0.35008,-6002.85,6.01175,0.06,49.97,1632212.352,1401433.856,11204.589,275959.104,1767274.24,109.2,4.98,2.29,0.75
2022-01-07T07:20:00+10:00,0%,2055.412,2027.45,1951.656,,,,241.27,8.54,0.35379,-6014.95,6.02912,0.06,49.99,1632212.48,1401433.856,11204.589,275959.584,1767274.752,119.1,2.01,1.98,0.39
2022-01-07T07:25:00+10:00,0%,2055.415,2027.53,1951.791,,,,241.34,8.53,0.35349,-6020.99,6.0351099999999995,0.06,49.99,1632212.48,1401433.856,11204.589,275960.096,1767275.264,118.73,4.87,2.29,0.66
2022-01-07T07:30:00+10:00,0%,2055.417,2027.53,1951.792,,,,241,8.51,0.35345,-5999.42,6.016220000000001,0.06,49.97,1632212.48,1401433.856,11204.589,275960.576,1767275.776,109.2,2,1.95,0.49
2022-01-07T07:35:00+10:00,0%,2055.416,2027.616,1951.927,,,,241.88,8.54,0.35363,-6045.68,6.05607,0.06,49.96,1632212.48,1401433.856,11204.589,275961.056,1767276.288,109.2,2,1.98,0.49
2022-01-07T07:40:00+10:00,0%,2055.409,2027.695,1951.984,,,,242.95,8.58,0.35402,-6086.79,6.100779999999999,0.06,49.93,1632212.48,1401433.856,11204.589,275961.568,1767276.8,118.73,2.95,2.29,0.5
2022-01-07T07:45:00+10:00,0%,2055.423,2027.793,1952.042,,,,242.62,8.59,0.35364,-6082.25,6.09154,0.06,49.94,1632212.608,1401433.856,11204.589,275962.08,1767277.312,118.73,2.78,2.29,0.49
2022-01-07T07:50:00+10:00,0%,2055.401,2027.861,1952.086,,,,242.54,16.48,0.08081,-11635.47,11.82344,0.02,49.97,1632212.608,1401433.856,11204.589,275962.592,1767277.824,118.73,4.98,4.49,0.75
2022-01-07T07:55:00+10:00,0%,2055.394,2027.876,1952.091,,,,242.17,10.68,0.17684,-7622.44,7.620310000000001,0.03,49.99,1632212.608,1401433.856,11204.589,275963.584,1767278.336,119.1,4.98,4.49,0.75
2022-01-07T08:00:00+10:00,0%,2055.392,2027.815,1951.999,,,,241.78,8.57,0.31889999999999996,-6047.91,6.06093,0.05,50,1632212.608,1401433.856,11204.589,275964.192,1767278.848,119.2,4.98,4.97,0.68
2022-01-07T08:05:00+10:00,0%,2055.392,2027.803,1951.974,,,,241.79,8.58,0.35551,-6049.24,6.0596000000000005,0.06,50.01,1632212.608,1401433.856,11204.589,275964.704,1767279.36,119.2,4.98,8.68,0.75
2022-01-07T08:10:00+10:00,0%,2055.392,2027.803,1951.979,,,,241.78,8.58,0.35418,-6049.81,6.06299,0.06,50.02,1632212.736,1401433.856,11204.589,275965.216,1767280,143.05,4.98,5,0.72
2022-01-07T08:15:00+10:00,0%,2055.392,2027.803,1951.98,,,,241.98,8.59,0.35416000000000003,-6061.33,6.0710299999999995,0.06,50.03,1632212.736,1401433.856,11204.589,275965.728,1767280.512,119.1,4.99,5.01,0.75
2022-01-07T08:20:00+10:00,0%,2055.392,2027.803,1951.981,,,,242.13,8.59,0.35417000000000004,-6067.45,6.0753,0.06,50.02,1632212.736,1401433.856,11204.589,275966.176,1767280.896,91.56,4.97,2.78,0.68
2022-01-07T08:25:00+10:00,0%,2055.395,2027.81,1951.994,,,,242.14,8.58,0.35375999999999996,-6065.29,6.07763,0.06,50.01,1632212.736,1401433.856,11204.589,275966.72,1767281.536,109.2,4.98,4.99,0.75
2022-01-07T08:30:00+10:00,0%,2055.395,2027.81,1951.995,,,,241.79,8.56,0.35379,-6047.89,6.059270000000001,0.06,49.98,1632212.864,1401433.856,11204.589,275967.232,1767282.048,118.73,4.97,2.29,0.5
2022-01-07T08:35:00+10:00,0%,2055.392,2027.801,1951.994,,,,241.61,8.56,0.35341,-6045.55,6.0531999999999995,0.06,50,1632212.864,1401433.856,11204.589,275967.712,1767282.56,119.1,4.97,4.95,0.75
2022-01-07T08:40:00+10:00,0%,2055.387,2027.796,1951.981,,,,241.44,8.57,0.35323000000000004,-6031.65,6.04506,0.06,49.99,1632212.864,1401433.856,11204.589,275968.224,1767282.944,118.73,4.97,2.29,0.5
2022-01-07T08:45:00+10:00,0%,2055.387,2027.797,1951.981,,,,241.38,8.58,0.35393,-6030.82,6.04442,0.06,50.02,1632212.864,1401433.856,11204.589,275968.704,1767283.456,118.73,4.97,4.28,0.68
2022-01-07T08:50:00+10:00,0%,2055.391,2027.803,1951.99,,,,241.21,8.58,0.35349,-6021.05,6.03364,0.06,50.03,1632212.992,1401433.856,11204.589,275969.248,1767283.968,109.1,4.97,4.88,0.68
2022-01-07T08:55:00+10:00,0%,2055.388,2027.809,1952.022,,,,240.92,8.56,0.35305000000000003,-6007.75,6.02451,0.06,50.03,1632212.992,1401433.856,11204.589,275969.76,1767284.48,109.1,4.97,4.28,0.68
2022-01-07T09:00:00+10:00,0%,2055.394,2027.812,1952.021,,,,240.71,8.55,0.33087,-5995.43,6.01018,0.05,50,1632212.992,1401433.856,11204.589,275970.24,1767284.992,118.73,1.94,1.85,0.5
2022-01-07T09:05:00+10:00,0%,2055.39,2027.807,1952.003,,,,240.55,8.53,0.34758,-5984,5.99554,0.06,49.98,1632212.992,1401433.856,11204.589,275970.72,1767285.504,118.73,0.99,1.6,0.68
2022-01-07T09:10:00+10:00,0%,2055.392,2027.805,1952.007,,,,240.41,8.51,0.35278,-5977.83,5.98586,0.06,49.97,1632212.992,1401433.856,11204.589,275971.232,1767286.016,118.73,1,2,0.75
2022-01-07T09:15:00+10:00,0%,2055.392,2027.805,1952.007,,,,240.45,8.53,0.35333,-5974.58,5.98852,0.06,49.96,1632213.12,1401433.856,11204.589,275971.744,1767286.528,119.1,1,1.95,0.75
2022-01-07T09:20:00+10:00,0%,2055.392,2027.805,1952.006,,,,240.5,8.53,0.35333,-5979.44,5.99012,0.06,49.96,1632213.12,1401433.856,11204.589,275972.224,1767287.04,118.73,1,2,0.75
