Measurement time,FCAS Event (%),Full Charge Energy (kWh),Nominal Energy (kWh),Expected Energy (kWh),Charge P Max (kW),Discharge P Max (kW),Available Blocks,3 Phase Voltage (V),3 Phase Current (A),3 Phase Power (kW),3 Phase Reactive Power (kVAr),3 Phase Apparent Power (kVA),Power Factor,Frequency (Hz),Real Energy Imported (kWh),Real Energy Exported (kWh),Reactive Energy Imported (kVArh),Reactive Energy Exported (kVArh),Apparent Energy (kVAh),Energy Price ($/MWh),Raise 6sec Price ($/MWh),Raise 60sec Price ($/MWh),Raise 5min Price ($/MWh)
2022-01-01T10:05:00+10:00,0%,2057.486,1420.512,1350.846,,,,241.09,689.95,469.72843,-5046.88,496.59077,-0.52,50,1610540.544,1383321.984,10882.042,274254.784,1744947.584,17.61,0.6,1.49,0.5
2022-01-01T10:10:00+10:00,0%,2057.485,1454.417,1384.59,,,,242.78,593.92,-410.96675,-2241.09,411.48582,-0.23,49.97,1610578.688,1383323.136,10882.075,274255.232,1744985.984,18.36,0.4,1.49,0.5
2022-01-01T10:15:00+10:00,0%,2057.483,1417.886,1348.517,,,,242.1,174.72,-111.43996000000001,-10048.49,121.00941999999999,-0.01,49.97,1610578.816,1383360.64,10882.699,274255.904,1744985.984,19.81,0.25,1,0.49
2022-01-01T10:20:00+10:00,0%,2057.485,1408.284,1338.959,,,,241.31,801.81,37.547599999999996,2921.84,583.46963,0.97,49.99,1610578.816,1383370.496,10882.738,274256.768,1744986.752,26.04,0.25,1,0.5
2022-01-01T10:25:00+10:00,0%,2057.486,1405.904,1336.598,,,,240.28,1141.4,457.24874,-5804.44,820.3920400000001,0.77,50,1610603.776,1383395.072,10883.081,274256.864,1745011.456,25.88,0.3,1,0.5
2022-01-01T10:30:00+10:00,0%,2057.488,1433.449,1363.978,,,,240.21,683.76,491.15704999999997,-7525.5,491.42402000000004,1,50,1610654.464,1383410.688,10883.37,274257.568,1745062.784,67.73,0.6,1.49,0.5
2022-01-01T10:35:00+10:00,0%,2057.488,1467.363,1397.436,,,,238.58,1365.86,977.28598,-6185.87,981.82273,1,50.01,1610692.992,1383410.688,10883.37,274258.208,1745101.44,46.5,0.25,0.99,0.35
2022-01-01T10:40:00+10:00,0%,2057.49,1538.986,1468.319,,,,241.09,287.17,-49.945989999999995,-11498.16,195.81320000000002,0.81,49.99,1610773.12,1383410.688,10883.37,274258.72,1745181.568,46.74,0.3,1,0.49
2022-01-01T10:45:00+10:00,0%,2057.488,1533.384,1462.763,,,,239.05,907.99,605.08604,-11554.46,646.40855,0.53,49.97,1610777.216,1383420.8,10883.494,274259.84,1745186.048,46.98,0.25,1,0.49
2022-01-01T10:50:00+10:00,0%,2057.484,1574.202,1503.341,,,,240.8,75.2,30.69728,-19683.87,53.62152,0.14,49.96,1610828.032,1383422.592,10883.494,274260.832,1745236.864,68.21,0.25,1,0.49
2022-01-01T10:55:00+10:00,0%,2057.488,1575.787,1504.721,,,,241.33,386.71,-267.91028,-5712.75,278.76677,0.67,49.99,1610828.544,1383423.104,10883.494,274262.528,1745238.272,97.86,0.3,0.99,0.49
2022-01-01T11:00:00+10:00,0%,2057.49,1556.844,1485.831,,,,242.17,1388.35,-1011.5936899999999,19240.58,1004.38749,1,49.99,1610828.672,1383443.84,10883.692,274263.264,1745239.04,91.2,0.3,0.99,0.49
2022-01-01T11:05:00+10:00,0%,2057.491,1476.214,1406.021,,,,241.93,1033,-751.97398,12466.07,753.28937,1,50,1610828.672,1383525.376,10885.244,274263.264,1745239.04,88.17,0.6,1.98,0.49
2022-01-01T11:10:00+10:00,0%,2057.487,1416.992,1347.484,,,,239.35,1225.3,442.63628000000006,-1742.91,876.99702,1,50.02,1610828.672,1383584.768,10886.216,274263.264,1745239.04,56.73,0.3,0.99,0.49
2022-01-01T11:15:00+10:00,0%,2057.487,1440.697,1371.103,,,,240.67,200.35,124.26252000000001,-15584.27,129.50113000000002,0.03,50.03,1610880.512,1383604.608,10886.549,274263.616,1745290.88,58.54,0.99,2.29,0.5
2022-01-01T11:20:00+10:00,0%,2057.487,1449.416,1379.648,,,,240.88,78.42,17.802310000000002,-18431.62,56.41327,0.18,50.01,1610889.088,1383605.12,10886.549,274264.96,1745299.712,63.56,1.98,8.9,0.75
2022-01-01T11:25:00+10:00,0%,2057.487,1450.085,1380.556,,,,239.87,543.47,389.51523,-4806.16,389.76543,1,50.01,1610892.288,1383606.656,10886.549,274266.528,1745303.04,55.08,0.99,1.6,0.5
2022-01-01T11:30:00+10:00,0%,2057.488,1477.893,1407.696,,,,240.03,374.1,268.06905,-9268.82,272.69667,1,49.99,1610924.672,1383606.656,10886.549,274266.912,1745335.808,58.22,1.48,2.29,0.68
2022-01-01T11:35:00+10:00,0%,2057.488,1498.464,1428.051,,,,240.58,280.4,68.45469,-6448.14,199.29122,-0.94,49.99,1610946.56,1383606.656,10886.549,274267.68,1745357.44,64.69,0.97,1.6,0.5
2022-01-01T11:40:00+10:00,0%,2057.491,1504.632,1434.444,,,,241.06,36.41,-13.991629999999999,-19972.38,26.04026,-0.47,49.99,1610958.72,1383611.776,10886.626,274268.256,1745369.6,67.73,0.99,2,0.49
2022-01-01T11:45:00+10:00,0%,2057.491,1503.504,1433.317,,,,241.38,129.06,-46.93612,-16008.03,88.86138000000001,0.05,49.97,1610958.72,1383612.672,10886.626,274269.952,1745369.6,64.64,0.99,2,0.5
2022-01-01T11:50:00+10:00,0%,2057.49,1499.059,1428.556,,,,241.51,286.77,-179.39326,-9458.92,212.31039,0.86,49.97,1610960.512,1383618.688,10886.626,274271.264,1745371.52,67.73,0.99,2.29,0.5
2022-01-01T11:55:00+10:00,0%,2057.489,1484.074,1413.889,,,,241.41,457.74,-144.14888,-931.45,335.93463,0.94,49.97,1610961.536,1383634.816,10886.797,274272.224,1745372.928,91.2,1,2.5,0.5
2022-01-01T12:00:00+10:00,0%,2057.492,1473.865,1403.804,,,,241.33,40.09,8.430969999999999,-20218.2,28.675259999999998,0.07,49.98,1610970.496,1383654.016,10886.966,274272.512,1745381.888,80.58,2,4.88,0.5
2022-01-01T12:05:00+10:00,0%,2057.489,1473.728,1403.513,,,,241.52,45.33,18.34546,-20201.43,32.55692,0.37,49.98,1610971.392,1383654.4,10886.966,274274.144,1745382.912,71.16,1.48,5,0.5
2022-01-01T12:10:00+10:00,0%,2057.491,1475.125,1404.899,,,,241.41,276.76,90.04348,-7966.21,203.20002,-0.99,49.99,1610973.568,1383654.4,10886.967,274275.84,1745385.344,91.1,2,9.39,0.68
2022-01-01T12:15:00+10:00,0%,2057.484,1482.526,1412.558,,,,241.68,263.72,98.63380000000001,-8023.5,190.11869000000002,-0.99,49.99,1610985.984,1383658.496,10887.037,274276.576,1745397.76,78.97,1.95,8.68,0.68
2022-01-01T12:20:00+10:00,0%,2057.485,1489.641,1419.492,,,,240.18,909.9,655.1265999999999,-2704.76,655.12686,1,50.02,1611055.744,1383662.08,10887.105,274277.696,1745467.392,68.21,1.95,4.97,0.5
2022-01-01T12:25:00+10:00,0%,2057.492,1551.82,1480.892,,,,241.01,529.43,378.47078000000005,-5042.3,381.8602,0.84,50.02,1611069.952,1383662.08,10887.105,274277.792,1745481.6,57.82,1.94,1.95,0.35
2022-01-01T12:30:00+10:00,0%,2057.491,1579.743,1508.527,,,,240.5,828.63,596.8215,-1837.79,596.78897,-0.11,50,1611100.8,1383662.08,10887.105,274278.144,1745512.576,68.21,1.48,2.29,0.5
2022-01-01T12:35:00+10:00,0%,2057.488,1625.22,1553.359,,,,240.1,1133.85,821.30297,-4634.14,821.23213,1,50,1611154.816,1383662.08,10887.132,274278.368,1745566.848,67.73,2,2.29,0.75
2022-01-01T12:40:00+10:00,0%,2057.488,1685.194,1612.841,,,,240.98,671.17,484.44839,-516.26,484.41431,0.19,50.03,1611219.968,1383662.08,10887.132,274278.752,1745632.128,67.73,1.95,2.78,0.75
2022-01-01T12:45:00+10:00,0%,2057.493,1721.28,1648.352,,,,239.18,1520.6,1090.4570700000002,-7221.56,1090.4821399999998,1,50.01,1611260.416,1383662.08,10887.138,274278.784,1745672.192,55.78,2,8.49,0.75
2022-01-01T12:50:00+10:00,0%,2057.492,1801.538,1727.833,,,,241.08,632.7,457.02770000000004,-172.97,458.46992,0.44,50.01,1611354.24,1383662.08,10887.14,274279.392,1745766.144,56.17,2,4.49,0.75
2022-01-01T12:55:00+10:00,0%,2057.49,1836.119,1762.048,,,,242.52,60.94,25.07761,-19133.57,43.92801,0.11,50.02,1611391.232,1383662.08,10887.151,274279.424,1745803.136,67.73,2,8.49,0.75
2022-01-01T13:00:00+10:00,0%,2057.489,1838.757,1764.778,,,,239.57,1494.72,1072.63933,-7657.22,1103.3068899999998,1,49.98,1611394.56,1383662.336,10887.151,274281.024,1745807.36,56.4,1.94,2.29,0.68
2022-01-01T13:05:00+10:00,0%,2057.493,1917.47,1842.764,,,,240.76,829.25,596.9670600000001,-1520.04,597.00955,0,49.97,1611484.928,1383662.336,10887.151,274281.632,1745896.96,67.73,1.48,2,0.75
2022-01-01T13:10:00+10:00,0%,2057.488,1962.579,1887.231,,,,241.43,523.91,378.27398999999997,993.48,378.19175,-0.33,49.99,1611534.336,1383662.336,10887.252,274281.888,1745946.624,67.73,1.48,1.95,0.75
2022-01-01T13:15:00+10:00,0%,2057.491,1989.716,1914.372,,,,240.14,1197.59,862.5488,-8135.68,866.3448000000001,0.85,49.98,1611568.768,1383662.336,10887.359,274281.92,1745981.312,64.05,0.99,1.94,0.68
2022-01-01T13:20:00+10:00,0%,2057.494,2055.099,1978.901,,,,242.61,27.36,-1.72594,-19253.24,19.48591,-0.07,50,1611638.784,1383662.464,10887.36,274282.528,1746051.072,91.1,1,1.73,0.68
2022-01-01T13:25:00+10:00,0%,2057.494,2054.786,1978.491,,,,242.57,27.09,0.10003000000000001,-19570.03,19.75444,0.01,50.02,1611638.784,1383662.72,10887.36,274284.224,1746052.352,68.21,0.99,1.94,0.75
2022-01-01T13:30:00+10:00,0%,2057.494,2054.721,1978.408,,,,242.41,22.18,7.29572,-12172.81,15.53419,0.29,49.99,1611638.784,1383662.72,10887.36,274285.792,1746054.016,67.73,1,2.29,0.68
2022-01-01T13:35:00+10:00,0%,2057.494,2055.014,1978.819,,,,242.52,32.04,1.69726,-22409.75,22.974330000000002,0.06,49.98,1611639.424,1383662.72,10887.36,274286.816,1746055.296,68.21,0.98,1.75,0.75
2022-01-01T13:40:00+10:00,0%,2057.494,2054.985,1978.811,,,,242.56,31.52,0.09675,-22683.97,22.67578,0,50.02,1611639.552,1383662.72,10887.36,274288.672,1746057.088,103.18,0.98,1.85,0.75
2022-01-01T13:45:00+10:00,0%,2057.494,2054.791,1978.515,,,,242.27,31.57,0.09609000000000001,-22640.66,22.627419999999997,0,49.99,1611639.552,1383662.72,10887.36,274290.496,1746059.008,67.73,0.99,1.95,0.75
2022-01-01T13:50:00+10:00,0%,2057.492,2054.573,1978.261,,,,242.37,31.48,0.09670000000000001,-22632.09,22.63275,0,49.98,1611639.552,1383662.72,10887.36,274292.416,1746061.056,118.46,0.97,1.95,0.75
2022-01-01T13:55:00+10:00,0%,2057.492,2054.314,1977.973,,,,242.35,31.47,0.09634999999999999,-22633.13,22.64557,0,49.97,1611639.552,1383662.72,10887.36,274294.336,1746062.848,95.33,0.99,1.94,0.68
2022-01-01T14:00:00+10:00,0%,2057.493,2054.073,1977.556,,,,242.18,31.5,0.09627,-22637.32,22.635759999999998,0,50.01,1611639.552,1383662.72,10887.36,274296.16,1746064.768,72.12,1.45,1.94,0.5
2022-01-01T14:05:00+10:00,0%,2057.495,2053.803,1977.362,,,,242.2,31.48,0.09620999999999999,-22617.3,22.609849999999998,0,50,1611639.552,1383662.72,10887.36,274298.08,1746066.688,64.91,1.48,1.95,0.68
2022-01-01T14:10:00+10:00,0%,2057.486,2053.568,1977.102,,,,242.09,31.49,0.09629,-22627.34,22.63032,0,50.01,1611639.552,1383662.72,10887.36,274299.968,1746068.48,67.73,1.48,1.73,0.68
2022-01-01T14:15:00+10:00,0%,2057.495,2053.314,1976.818,,,,242.22,31.48,0.09592,-22623.7,22.629369999999998,0,49.98,1611639.552,1383662.72,10887.36,274301.856,1746070.4,96.68,1.48,1.73,0.5
2022-01-01T14:20:00+10:00,0%,2057.492,2053.082,1976.536,,,,242.16,31.5,0.09645999999999999,-22635.11,22.627290000000002,0,50,1611639.552,1383662.72,10887.36,274303.712,1746072.192,118.73,1.48,1.73,0.68
2022-01-01T14:25:00+10:00,0%,2057.5,2052.822,1976.261,,,,242.29,31.53,0.09678,-22657.26,22.67073,0,50,1611639.552,1383662.72,10887.36,274305.632,1746074.112,100.46,1.48,1.73,0.68
2022-01-01T14:30:00+10:00,0%,2057.484,2052.509,1976.014,,,,242.18,31.52,0.09648000000000001,-22643.02,22.63954,0,50.01,1611639.552,1383662.72,10887.36,274307.456,1746076.032,91.1,0.99,1.7,0.68
2022-01-01T14:35:00+10:00,0%,2057.491,2052.303,1975.75,,,,241.9,10.48,0.31076,-7467.54,7.258109999999999,0.05,50.02,1611639.552,1383662.72,10887.36,274309.344,1746077.824,101.28,0.99,1.7,0.75
2022-01-01T14:40:00+10:00,0%,2057.481,2052.278,1975.696,,,,241.78,8.51,0.35158,-6054,6.0568800000000005,0.06,50.02,1611639.68,1383662.72,10887.36,274309.984,1746078.464,67.73,0.99,1.49,0.68
2022-01-01T14:45:00+10:00,0%,2057.482,2052.275,1975.695,,,,241.82,32.96,16.77207,-8790.49,22.23896,0.28,50,1611639.68,1383662.72,10887.36,274310.496,1746078.976,67.73,1,1.6,0.68
2022-01-01T14:50:00+10:00,0%,2057.464,2053.487,1976.781,,,,241.8,39.12,20.723,-7324.43,26.46552,0.2,50.01,1611640.96,1383662.72,10887.36,274311.232,1746080.896,72.27,0.99,1.49,0.68
2022-01-01T14:55:00+10:00,0%,2057.46,2054.684,1977.804,,,,241.82,8.48,0.32048000000000004,-6049.58,6.05893,0.05,50,1611642.368,1383662.72,10887.36,274311.904,1746082.816,91.2,1,1.73,0.75
2022-01-01T15:00:00+10:00,0%,2057.46,2054.676,1977.806,,,,241.97,13.57,2.07143,-9116.34,9.72558,0.15,50,1611642.368,1383662.72,10887.36,274312.384,1746083.328,68.03,1,1.95,0.75
2022-01-01T15:05:00+10:00,0%,2057.46,2054.758,1977.886,,,,241.87,11.61,0.69074,-7887.19,8.2835,0.05,49.98,1611642.496,1383662.72,10887.36,274313.088,1746084.096,91.1,1,1.6,0.75
2022-01-01T15:10:00+10:00,0%,2057.461,2054.744,1977.876,,,,241.92,8.49,0.32682,-6055.78,6.06404,0.05,50,1611642.624,1383662.72,10887.36,274313.792,1746084.864,117.16,1.48,1.6,0.75
2022-01-01T15:15:00+10:00,0%,2057.461,2054.737,1977.875,,,,242.1,13.57,2.2542199999999997,-9003.5,9.74294,0.14,50.03,1611642.624,1383662.72,10887.36,274314.272,1746085.376,117.17,0.99,1.49,0.68
2022-01-01T15:20:00+10:00,0%,2057.461,2054.85,1978.074,,,,242.11,11.73,0.90684,-7943.16,8.19432,0.06,50.02,1611642.88,1383662.72,10887.36,274314.976,1746086.144,67.73,1,1.6,0.68
2022-01-01T15:25:00+10:00,0%,2057.461,2054.842,1978.05,,,,242.03,8.5,0.32644,-6059.36,6.06783,0.05,49.99,1611642.88,1383662.72,10887.36,274315.68,1746086.912,93.42,1.5,1.73,0.75
2022-01-01T15:30:00+10:00,0%,2057.462,2054.834,1978.046,,,,242.04,8.52,0.35166000000000003,-6063.15,6.076,0.06,50.02,1611642.88,1383662.72,10887.36,274316.192,1746087.424,109.1,1.48,1.7,0.75
2022-01-01T15:35:00+10:00,0%,2057.463,2054.833,1978.043,,,,241.94,14.24,1.64891,-9970.58,10.99527,0.07,50.01,1611643.008,1383662.72,10887.36,274316.672,1746087.936,91.2,1.48,1.49,0.68
2022-01-01T15:40:00+10:00,0%,2057.467,2054.878,1978.091,,,,241.81,8.49,0.26665,-6056.76,6.05878,0.04,50,1611643.136,1383662.72,10887.36,274317.536,1746088.704,101.68,1.48,1.6,0.68
2022-01-01T15:45:00+10:00,0%,2057.457,2054.85,1978.038,,,,241.76,11.04,0.47875,-8028.17,7.92002,0.06,50.02,1611643.136,1383662.72,10887.36,274318.016,1746089.216,118.73,1.5,1.6,0.75
2022-01-01T15:50:00+10:00,0%,2057.454,2054.868,1978.033,,,,241.68,13.55,1.71557,-9191.19,9.41843,0.13,50.03,1611643.264,1383662.72,10887.36,274318.688,1746089.984,109.2,1.94,1.6,0.75
2022-01-01T15:55:00+10:00,0%,2057.456,2054.931,1978.049,,,,241.74,8.49,0.31153,-6053.31,6.05841,0.05,50.03,1611643.392,1383662.72,10887.36,274319.488,1746090.88,83.11,1.94,1.6,0.75
2022-01-01T16:00:00+10:00,0%,2057.46,2054.916,1978.048,,,,241.8,11.59,0.53032,-8178,8.23341,0.05,50.03,1611643.392,1383662.72,10887.36,274320,1746091.392,60.81,5,2.2,0.68
2022-01-01T16:05:00+10:00,0%,2057.458,2054.915,1978.019,,,,241.86,13.13,1.61706,-8838.23,9.2778,0.11,50.04,1611643.52,1383662.72,10887.36,274320.672,1746092.032,66.96,5,2,0.68
2022-01-01T16:10:00+10:00,0%,2057.444,2054.893,1977.983,,,,241.81,8.5,0.32231,-6054.9,6.06114,0.05,50.02,1611643.648,1383662.72,10887.36,274321.376,1746092.8,60.35,5,1.73,0.68
2022-01-01T16:15:00+10:00,0%,2057.445,2054.889,1977.975,,,,241.86,12.02,1.02118,-8099.19,8.17123,0.08,50.01,1611643.648,1383662.72,10887.36,274321.92,1746093.312,67.73,9.29,1.95,0.68
2022-01-01T16:20:00+10:00,0%,2057.455,2054.934,1978.083,,,,241.72,11.62,0.5528200000000001,-8198.57,8.3039,0.08,50.02,1611643.776,1383662.72,10887.36,274322.56,1746093.952,67.73,9.29,1.98,0.68
2022-01-01T16:25:00+10:00,0%,2057.456,2054.893,1978.008,,,,241.78,8.49,0.32747000000000004,-6053.63,6.06158,0.05,50.02,1611643.904,1383662.72,10887.36,274323.264,1746094.72,82.83,14.98,2,0.75
2022-01-01T16:30:00+10:00,0%,2057.456,2054.891,1978.004,,,,241.96,13.1,1.7503900000000001,-8958.04,9.40426,0.13,50.02,1611643.904,1383662.72,10887.36,274323.744,1746095.232,66.08,20.45,7.65,0.75
2022-01-01T16:35:00+10:00,0%,2057.455,2054.922,1978.058,,,,241.75,11.76,1.12256,-7821.37,8.389850000000001,0.06,49.99,1611644.032,1383662.72,10887.36,274324.48,1746096,67.73,20,4.97,0.75
2022-01-01T16:40:00+10:00,0%,2057.461,2054.919,1978.023,,,,241.75,8.48,0.33021,-6049.26,6.0628,0.05,50.03,1611644.032,1383662.72,10887.36,274325.12,1746096.64,68.21,20.45,5,0.75
2022-01-01T16:45:00+10:00,0%,2057.466,2054.912,1978.03,,,,241.82,11,0.6856,-7807.28,8.21301,0.07,50.03,1611644.16,1383662.72,10887.36,274325.632,1746097.152,64.49,22.5,12.89,0.88
2022-01-01T16:50:00+10:00,0%,2057.466,2054.93,1978.065,,,,241.6,11.73,0.86585,-7967.58,8.349020000000001,0.06,49.99,1611644.16,1383662.72,10887.36,274326.272,1746097.92,67.73,20.45,4.97,0.75
2022-01-01T16:55:00+10:00,0%,2057.467,2054.912,1978.034,,,,241.53,8.49,0.32894,-6038.93,6.0493500000000004,0.05,50,1611644.288,1383662.72,10887.36,274326.976,1746098.688,68.21,20.45,4.52,0.75
2022-01-01T17:00:00+10:00,0%,2057.472,2054.91,1978.042,,,,241.71,11.73,0.61593,-8121.98,8.24585,0.06,50.01,1611644.288,1383662.72,10887.36,274327.456,1746099.072,65.22,20.45,2,0.75
2022-01-01T17:05:00+10:00,0%,2057.467,2054.92,1978.054,,,,241.79,12.67,0.88452,-8125.94,8.50853,0.06,50.01,1611644.416,1383662.72,10887.36,274328.16,1746099.712,64.08,20.45,2,0.75
2022-01-01T17:10:00+10:00,0%,2057.462,2054.93,1978.023,,,,241.86,8.49,0.31865,-6052.58,6.05992,0.05,49.99,1611644.544,1383662.72,10887.36,274328.8,1746100.48,64.16,20.45,2,0.75
2022-01-01T17:15:00+10:00,0%,2057.461,2054.915,1977.998,,,,241.74,8.49,0.35162,-6048.12,6.05713,0.06,49.99,1611644.544,1383662.72,10887.36,274329.344,1746100.992,68.76,20.45,2.78,0.75
2022-01-01T17:20:00+10:00,0%,2057.45,2054.9,1977.983,,,,241.78,13.96,0.6816,-9771.29,9.96766,0.04,50.02,1611644.544,1383662.72,10887.36,274329.824,1746101.504,68.21,20.45,3.44,0.75
2022-01-01T17:25:00+10:00,0%,2057.446,2054.872,1977.983,,,,241.65,8.49,0.27331,-6052.68,6.05516,0.05,50.03,1611644.672,1383662.72,10887.36,274330.624,1746102.4,84.13,20.45,7.65,0.88
2022-01-01T17:30:00+10:00,0%,2057.45,2054.852,1977.965,,,,241.64,11.36,0.46763,-8107.84,8.06959,0.05,50.02,1611644.672,1383662.72,10887.36,274331.136,1746102.912,69.3,20.45,4.2,0.88
2022-01-01T17:35:00+10:00,0%,2057.453,2054.854,1977.941,,,,241.59,14.19,2.58579,-9306.66,10.302299999999999,0.16,50.02,1611644.8,1383662.72,10887.36,274331.808,1746103.68,91.1,20.45,7.65,0.88
2022-01-01T17:40:00+10:00,0%,2057.444,2054.919,1977.968,,,,241.48,13.39,0.69692,-9391.46,9.573540000000001,0.05,50.01,1611644.928,1383662.72,10887.36,274332.576,1746104.32,70.34,20.45,3.63,0.75
2022-01-01T17:45:00+10:00,0%,2057.449,2054.913,1977.959,,,,241.41,8.48,0.31164,-6038.79,6.04783,0.05,50,1611645.056,1383662.72,10887.36,274333.376,1746105.216,83,20.45,7.65,0.88
2022-01-01T17:50:00+10:00,0%,2057.45,2054.894,1977.944,,,,241.45,8.48,0.35161000000000003,-6037.92,6.04338,0.06,50.01,1611645.056,1383662.72,10887.36,274333.92,1746105.728,91.2,20.45,4.97,0.75
2022-01-01T17:55:00+10:00,0%,2057.455,2054.891,1977.937,,,,241.29,8.47,0.3516,-6027.67,6.03515,0.06,49.99,1611645.056,1383662.72,10887.36,274334.4,1746106.24,91.1,20.45,4.97,0.75
2022-01-01T18:00:00+10:00,0%,2057.455,2054.891,1977.938,,,,241.3,11.4,0.56153,-8138.35,8.10903,0.06,49.97,1611645.184,1383662.72,10887.36,274334.88,1746106.752,91.2,20.45,4.97,0.75
2022-01-01T18:05:00+10:00,0%,2057.455,2054.909,1977.96,,,,241.34,11.29,0.7614,-7631.92,7.8015799999999995,0.05,49.95,1611645.184,1383662.72,10887.36,274335.552,1746107.392,110,20.45,4.97,0.75
2022-01-01T18:10:00+10:00,0%,2057.455,2054.857,1977.864,,,,241.54,45.38,-26.099169999999997,-16308.06,33.120059999999995,-0.57,49.99,1611645.312,1383662.72,10887.36,274336.256,1746108.16,120,20.45,8.68,0.75
2022-01-01T18:15:00+10:00,0%,2057.436,2052.739,1975.68,,,,241.93,455.69,-329.64856,-3647.91,334.02939000000003,0.13,50,1611645.312,1383665.024,10887.36,274337.664,1746108.288,118.73,20.45,8.68,0.75
2022-01-01T18:20:00+10:00,0%,2057.438,2027.317,1950.185,,,,242,554.87,-401.70308,2817.13,396.975,0.63,50,1611645.312,1383691.776,10887.621,274338.208,1746108.288,119.2,20.45,8.68,0.75
2022-01-01T18:25:00+10:00,0%,2057.445,1995.024,1918.304,,,,242.56,1297.68,-945.94136,16943.79,947.34137,1,50.01,1611645.312,1383725.952,10887.881,274338.208,1746108.288,119.2,20.7,9.39,0.87
2022-01-01T18:30:00+10:00,0%,2057.446,1917.871,1841.391,,,,242.56,1517.02,-1102.9118700000001,21788.53,1105.3371000000002,1,50.02,1611645.312,1383804.032,10889.293,274338.208,1746108.288,123.31,20.45,5,0.75
2022-01-01T18:35:00+10:00,0%,2057.445,1825.604,1750.636,,,,242.47,1518.19,-1104.03192,22020.03,1104.27735,1,50.01,1611645.312,1383894.272,10891.073,274338.208,1746108.288,127.47,20.45,8.68,0.75
2022-01-01T18:40:00+10:00,0%,2057.444,1733.45,1659.531,,,,242.48,1504.45,-1092.49975,21974.46,1092.76682,1,49.98,1611645.312,1383990.016,10892.986,274338.208,1746108.288,119.2,20.7,8.68,0.75
2022-01-01T18:45:00+10:00,0%,2057.443,1642.422,1569.615,,,,242.16,1514.18,-1099.32798,22205.72,1099.5381,1,49.98,1611645.312,1384077.184,10894.735,274338.208,1746108.288,119.2,20.45,4.99,0.75
2022-01-01T18:50:00+10:00,0%,2057.442,1550.776,1479.109,,,,242.07,1527.71,-1108.3841,22614.81,1108.60734,1,49.98,1611645.312,1384171.136,10896.635,274338.208,1746108.288,119.2,31.89,8.68,0.75
2022-01-01T18:55:00+10:00,0%,2057.442,1458.255,1388.589,,,,242,1528.92,-1109.21107,22547.85,1109.4925,1,49.99,1611645.312,1384264.32,10898.548,274338.208,1746108.288,119.1,21.69,5,0.75
2022-01-01T19:00:00+10:00,0%,2057.438,1365.329,1295.98,,,,241.76,1530.35,-1109.2108899999998,22751.3,1109.43645,1,49.99,1611645.312,1384355.968,10900.4,274338.208,1746108.288,120,31.89,8.68,0.75
2022-01-01T19:05:00+10:00,0%,2057.439,1272.606,1204.249,,,,241.72,1531.06,-1109.2633,22701.35,1109.48517,1,49.99,1611645.312,1384445.824,10902.241,274338.208,1746108.288,119.2,21,8.68,0.75
2022-01-01T19:10:00+10:00,0%,2057.438,1179.56,1112.13,,,,241.65,1512.97,-1095.73308,22197.33,1095.40581,1,50,1611645.312,1384540.928,10904.183,274338.208,1746108.288,119.2,31.89,8.68,0.75
2022-01-01T19:15:00+10:00,0%,2057.435,1087.558,1021.274,,,,241.71,1474.74,-1070.90626,21347.08,1071.20614,1,50.01,1611645.312,1384633.088,10906.052,274338.208,1746108.288,118.73,20.45,4.97,0.75
2022-01-01T19:20:00+10:00,0%,2057.441,998.327,933.111,,,,241.99,1529.18,-1109.14299,22597.13,1109.4014499999998,1,50.01,1611645.312,1384721.024,10907.805,274338.208,1746108.288,118.73,31.32,8.68,0.75
2022-01-01T19:25:00+10:00,0%,2057.436,905.729,842.526,,,,241.94,1499.47,-1087.6155700000002,22049.54,1087.7899,1,49.99,1611645.312,1384811.264,10909.646,274338.208,1746108.288,113.44,31.89,8.68,0.75
2022-01-01T19:30:00+10:00,0%,2057.433,814.317,751.487,,,,241.95,1523.09,-1104.66883,22880.33,1104.9023300000001,1,49.98,1611645.312,1384903.168,10911.52,274338.208,1746108.288,120,20.45,4.97,0.75
2022-01-01T19:35:00+10:00,0%,2057.434,721.641,659.719,,,,241.9,1530.08,-1109.21133,22958.29,1109.47528,1,49.98,1611645.312,1384997.76,10913.479,274338.208,1746108.288,120,31.89,8.68,0.75
